	Inflected_Word	Lemma
11632	চিন্তিত	চিন্তা
11633	চিফ	চিফ
11634	চিমটে	চিমটে
11635	চির	চির
11636	চিরঋণী	চিরঋণ
11637	চিরকাল	চির
11638	চিরকাল	চিরকাল
11639	চিরকালে	চির
11640	চিরকালের	চির
11641	চিরতা	চিরতা
11642	চিরতাকে	চিরতা
11643	চিরতাটা	চিরতা
11644	চিরতাটি	চিরতা
11645	চিরতার	চিরতা
11646	চিরতায়	চিরতা
11647	চিরদিনের	চিরদিন
11648	চিরবিদায়	চিরবিদায়
11649	চিরস্থায়ী	চির
11650	চিরুনি	চিরুনি
11651	চিরুনিই	চিরুনি
11652	চিরুনিটা	চিরুনি
11653	চিরুনিটি	চিরুনি
11654	চিরুনিতে	চিরুনি
11655	চিরুনির	চিরুনি
11656	চিরে	চির
11657	চিরেই	চির
11658	চিল	চিল
11659	চিলই	চিল
11660	চিলকে	চিল
11661	চিলটা	চিল
11662	চিলতে	চিল
11663	চিলদের	চিল
11664	চিলির	চিলি
11665	চিলের	চিল
11666	চিহ্ন	চিহ্ন
11667	চিহ্নই	চিহ্ন
11668	চিহ্নও	চিহ্ন
11669	চিহ্নকে	চিহ্ন
11670	চিহ্নগুলো	চিহ্ন
11671	চিহ্নিত	চিহ্ন
11672	চিৎকার	চিৎকার
11673	চিড়িয়াখানা	চিড়িয়াখানা
11674	চিড়িয়াখানাই	চিড়িয়াখানা
11675	চিড়িয়াখানাও	চিড়িয়াখানা
11676	চিড়িয়াখানাকে	চিড়িয়াখানা
11677	চিড়িয়াখানাগুলো	চিড়িয়াখানা
11678	চীন	চীন
11679	চীনে	চীন
11680	চীনেবাজারের	চীনেবাজার
11681	চীনের	চীন
11682	চীৎকার	চীৎকার
11683	চীৎকারশব্দ	চীৎকারশব্দ
11684	চুক্তি	চুক্তি
11685	চুক্তিই	চুক্তি
11686	চুক্তিও	চুক্তি
11687	চুক্তিকালে	চুক্তি
11688	চুক্তিকৃত	চুক্তি
11689	চুক্তিকে	চুক্তি
11690	চুক্তিগুলো	চুক্তি
11691	চুক্তিতে	চুক্তি
11692	চুক্তিতেও	চুক্তি
11693	চুক্তির	চুক্তি
11694	চুটিয়ে	চুটিয়ে
11695	চুন	চুন
11696	চুনই	চুন
11697	চুনকে	চুন
11698	চুনে	চুন
11699	চুনের	চুন
11700	চুপ	চুপ
11701	চুমু	চুমু
11702	চুম্বক	চুম্বক
11703	চুম্বককে	চুম্বক
11704	চুম্বককের	চুম্বক
11705	চুম্বকটা	চুম্বক
11706	চুম্বকটি	চুম্বক
11707	চুম্বকটির	চুম্বক
11708	চুম্বন	চুম্বন
11709	চুরি	চুরি
11710	চুরিই	চুরি
11711	চুরিকে	চুরি
11712	চুরিচামারি	চুরি
11713	চুরির	চুরি
11714	চুল	চুল
11715	চুলই	চুল
11716	চুলকানি	চুলকানি
11717	চুলা	চুলা
11718	চুলাই	চুলা
11719	চুলাটা	চুলা
11720	চুলাটি	চুলা
11721	চুলাতে	চুলা
11722	চুলার	চুলা
11723	চুলে	চুল
11724	চুলের	চুল
11725	চুড়ি	চুড়ি
11726	চুড়িই	চুড়ি
11727	চুড়িটা	চুড়ি
11728	চুড়িটি	চুড়ি
11729	চুড়িতে	চুড়ি
11730	চুড়ির	চুড়ি
11731	চূড়ান্ত	চূড়ান্ত
11732	চেইন	চেইন
11733	চেইনই	চেইন
11734	চেইনটা	চেইন
11735	চেইনটি	চেইন
11736	চেইনে	চেইন
11737	চেইনের	চেইন
11738	চেক	চেক
11739	চেতনা	চেতনা
11740	চেতনাকে	চেতনা
11741	চেতনাত্মক	চেতনা
11742	চেতনাদান	চেতনা
11743	চেতনাবিহীন	চেতনা
11744	চেতনাযুক্ত	চেতনা
11745	চেতনারহিত	চেতনা
11746	চেতনালাভ	চেতনা
11747	চেতনাশূন্য	চেতনা
11748	চেতনাসূচক	চেতনা
11749	চেতনাহীন	চেতনা
11750	চেতনাহীনতা	চেতনা
11751	চেনা	চেনা
11752	চেনাই	চেনা
11753	চেনাকে	চেনা
11754	চেনাদের	চেনা
11755	চেনার	চেনা
11756	চেনারে	চেনা
11757	চেপে	চাপা
11758	চেম্বারে	চেম্বার
11759	চেলা	চেলা
11760	চেলাই	চেলা
11761	চেলাটা	চেলা
11762	চেলাটি	চেলা
11763	চেলার	চেলা
11764	চেষ্টা	চেষ্টা
11765	চেষ্টাই	চেষ্টা
11766	চেষ্টাতেও	চেষ্টা
11767	চেষ্টার	চেষ্টা
11768	চেষ্টায়	চেষ্টা
11769	চেহারা	চেহারা
11770	চেহারাই	চেহারা
11771	চেহারার	চেহারা
11772	চেয়ারপারসন	চেয়ারপারসন
11773	চেয়ারম্যান	চেয়ারম্যান
11774	চেয়ারম্যানরা	চেয়ারম্যান
11775	চেয়ারম্যানের	চেয়ারম্যান
11776	চেয়ারের	চেয়ার
11777	চেয়ে	চাওয়া
11778	চেয়ে	চেয়ে
11779	চেয়েও	চেয়ে
11780	চেয়েছি	চাওয়া
11781	চেয়েছিল	চাওয়া
11782	চেয়েছিলেন	চাওয়া
11783	চেয়েছে	চাওয়া
11784	চেয়েছেন	চাওয়া
11785	চৈত্র	চৈত্র
11786	চৈত্রই	চৈত্র
11787	চৈত্রিক	চৈত্র
11788	চৈত্রে	চৈত্র
11789	চৈত্রের	চৈত্র
11790	চোখ	চোখ
11791	চোখই	চোখ
11792	চোখটা	চোখ
11793	চোখটার	চোখ
11794	চোখটি	চোখ
11795	চোখটির	চোখ
11796	চোখে	চোখ
11797	চোখের	চোখ
11798	চোটে	চোট
11799	চোর	চোর
11800	চোরই	চোর
11801	চোরকে	চোর
11802	চোরটা	চোর
11803	চোরটি	চোর
11804	চোরাই	চোর
11805	চোরের	চোর
11806	চৌকাঠও	চৌকাঠ
11807	চৌকিতে	চৌকি
11808	চৌদ্দগ্রামে	চৌদ্দগ্রাম
11809	চৌধুরী	চৌধুরী
11810	চ্যানমেতা	চ্যানমেতা
11811	চ্যাপলিন	চ্যাপলিন
11812	চ্যাপেলের	চ্যাপেল
11813	চ্যালেঞ্জ	চ্যালেঞ্জ
11814	চ্যালেঞ্জগুলোর	চ্যালেঞ্জ
11815	চ্যালেঞ্জের	চ্যালেঞ্জ
11816	চড়	চড়
11817	চড়ই	চড়
11818	চড়টা	চড়
11819	চড়তে	চড়া
11820	চড়বে	চড়া
11821	চড়া	চড়
11822	চড়া	চড়া
11823	চড়াই	চড়া
11824	চড়াও	চড়া
11825	চড়াতে	চড়া
11826	চড়ানো	চড়া
11827	চড়িল	চড়া
11828	চড়ুই	চড়ুই
11829	চড়ুইকে	চড়ুই
11830	চড়ুইদের	চড়ুই
11831	চড়ুইভাতি	চড়ুইভাতি
11832	চড়ুইভাতিতে	চড়ুইভাতি
11833	চড়ুইভাতির	চড়ুইভাতি
11834	চড়ুইরা	চড়ুই
11835	চড়ুটা	চড়ুই
11836	চড়ুটি	চড়ুই
11837	চড়ে	চড়া
11838	চড়ে	চড়ানো
11839	চড়েই	চড়া
11840	ছক	ছক
11841	ছকটি	ছক
11842	ছকটির	ছক
11843	ছকে	ছক
11844	ছকের	ছক
11845	ছক্কা	ছক্কা
11846	ছক্কাই	ছক্কা
11847	ছক্কাটা	ছক্কা
11848	ছক্কাটি	ছক্কা
11849	ছক্কাপঞ্জার	ছক্কাপঞ্জা
11850	ছক্কার	ছক্কা
11851	ছক্কায়	ছক্কা
11852	ছটফট	ছটফট
11853	ছটাক	ছটাক
11854	ছটাকই	ছটাক
11855	ছটাকে	ছটাক
11856	ছটাকেই	ছটাক
11857	ছটাকের	ছটাক
11858	ছট্ফটিয়ে	ছট্ফট
11859	ছতর	ছতর
11860	ছতরই	ছতর
11861	ছতরকে	ছতর
11862	ছতরটি	ছতর
11863	ছতরে	ছতর
11864	ছত্তীসগঢ়	ছত্তীসগঢ়
11865	ছত্রাক	ছত্রাক
11866	ছত্রাকজনিত	ছত্রাক
11867	ছত্রাকনাশক	ছত্রাক
11868	ছত্রাকবিদ	ছত্রাক
11869	ছত্রাকমুক্ত	ছত্রাক
11870	ছদ্মনাম	ছদ্মনাম
11871	ছদ্মনামও	ছদ্মনাম
11872	ছদ্মনামটি	ছদ্মনাম
11873	ছদ্মনামধারী	ছদ্মনাম
11874	ছদ্মনামে	ছদ্মনাম
11875	ছদ্মবেশ	ছদ্মবেশ
11876	ছদ্মবেশধারী	ছদ্মবেশ
11877	ছদ্মবেশী	ছদ্মবেশ
11878	ছদ্মবেশে	ছদ্মবেশ
11879	ছন	ছন
11880	ছনই	ছন
11881	ছনটায়	ছন
11882	ছনটি	ছন
11883	ছনে	ছন
11884	ছনের	ছন
11885	ছন্দ	ছন্দ
11886	ছন্দই	ছন্দ
11887	ছন্দটি	ছন্দ
11888	ছন্দটিতে	ছন্দ
11889	ছন্দে	ছন্দ
11890	ছন্দের	ছন্দ
11891	ছবি	ছবি
11892	ছবিকে	ছবি
11893	ছবিগুলি	ছবি
11894	ছবিগুলো	ছবি
11895	ছবিটা	ছবি
11896	ছবিটাকে	ছবি
11897	ছবিটি	ছবি
11898	ছবিটিতে	ছবি
11899	ছবিতে	ছবি
11900	ছবির	ছবি
11901	ছরাবে	ছাড়া
11902	ছরিয়েছে	ছাড়া
11903	ছলছল	ছলছল
11904	ছলছল	ছল্ছল্
11905	ছলছলনেত্রে	ছলছলনেত্র
11906	ছলছলাইয়া	ছলছল
11907	ছলছলিয়ে	ছলছল
11908	ছলছলে	ছলছল
11909	ছলটে	ছালট
11910	ছলনা	ছলনা
11911	ছলনাকে	ছলনা
11912	ছলনার	ছলনা
11913	ছলনায়	ছলনা
11914	ছলাকলা	ছলাকলা
11915	ছলাকলার	ছলাকলা
11916	ছলাকলায়	ছলাকলা
11917	ছাঁকনা	ছাঁকনা
11918	ছাঁকনাই	ছাঁকনা
11919	ছাঁকনাটা	ছাঁকনা
11920	ছাঁকনাটি	ছাঁকনা
11921	ছাঁকনাতে	ছাঁকনা
11922	ছাঁকনার	ছাঁকনা
11923	ছাঁকা	ছাঁকা
11924	ছাঁচ	ছাঁচ
11925	ছাঁচই	ছাঁচ
11926	ছাঁচটা	ছাঁচ
11927	ছাঁচটি	ছাঁচ
11928	ছাঁচে	ছাঁচ
11929	ছাঁচের	ছাঁচ
11930	ছাঁট	ছাঁট
11931	ছাঁটা	ছাঁটা
11932	ছাঁটাই	ছাঁটা
11933	ছাঁটার	ছাঁটা
11934	ছাঁটায়	ছাঁটা
11935	ছাই	ছাই
11936	ছাইকে	ছাই
11937	ছাইতে	ছাই
11938	ছাইয়া	ছাওয়া
11939	ছাইয়ে	ছাই
11940	ছাউনি	ছাউনি
11941	ছাউনিটা	ছাউনি
11942	ছাউনিটি	ছাউনি
11943	ছাউনিতে	ছাউনি
11944	ছাউনির	ছাউনি
11945	ছাএে	ছাত্র
11946	ছাওয়া	ছাওয়া
11947	ছাওয়াই	ছাওয়া
11948	ছাওয়াও	ছাওয়া
11949	ছাওয়াক	ছাওয়া
11950	ছাওয়াগুলা	ছাওয়া
11951	ছাগল	ছাগল
11952	ছাগলই	ছাগল
11953	ছাগলকে	ছাগল
11954	ছাগলটা	ছাগল
11955	ছাগলটার	ছাগল
11956	ছাগলটি	ছাগল
11957	ছাগলটির	ছাগল
11958	ছাগলদের	ছাগল
11959	ছাগলরা	ছাগল
11960	ছাগলে	ছাগল
11961	ছাগলের	ছাগল
11962	ছাগশিশু	ছাগলশিশু
11963	ছাগশিশুকে	ছাগশিশু
11964	ছাড়ানো	ছাড়ানো
11965	ছাতা	ছাতা
11966	ছাতাই	ছাতা
11967	ছাতাটা	ছাতা
11968	ছাতাটি	ছাতা
11969	ছাতাতে	ছাতা
11970	ছাতার	ছাতা
11971	ছাত্র	ছাত্র
11972	ছাত্রই	ছাত্র
11973	ছাত্রগুলা	ছাত্র
11974	ছাত্রগুুলি	ছাত্র
11975	ছাত্রটা	ছাত্র
11976	ছাত্রদল	ছাত্র
11977	ছাত্রদলকে	ছাত্র
11978	ছাত্রদলে	ছাত্র
11979	ছাত্রদলের	ছাত্র
11980	ছাত্রদের	ছাত্র
11981	ছাত্রদেরকে	ছাত্র
11982	ছাত্রনেতা	ছাত্র
11983	ছাত্রনেতাকে	ছাত্র
11984	ছাত্রনেতাদের	ছাত্র
11985	ছাত্রনেতার	ছাত্র
11986	ছাত্রবৃত্তি	ছাত্রবৃত্তি
11987	ছাত্ররা	ছাত্র
11988	ছাত্রলীগই	ছাত্র
11989	ছাত্রলীগকে	ছাত্র
11990	ছাত্রলীগে	ছাত্র
11991	ছাত্রলীগেই	ছাত্র
11992	ছাত্রলীগের	ছাত্র
11993	ছাত্রাবাস	ছাত্রাবাস
11994	ছাত্রাবাসও	ছাত্রাবাস
11995	ছাত্রাবাসকে	ছাত্রাবাস
11996	ছাত্রাবাসগুলো	ছাত্রাবাস
11997	ছাত্রাবাসটি	ছাত্রাবাস
11998	ছাত্রাবাসটির	ছাত্রাবাস
11999	ছাত্রী	ছাত্র
12000	ছাত্রী	ছাত্রী
12001	ছাত্রীই	ছাত্রী
12002	ছাত্রীকে	ছাত্রী
12003	ছাত্রীতো	ছাত্রী
12004	ছাত্রীদের	ছাত্রী
12005	ছাত্রীদেরকে	ছাত্রী
12006	ছাত্রীদেরকেই	ছাত্রী
12007	ছাত্রীরা	ছাত্রী
12008	ছাত্রের	ছাত্র
12009	ছাত্রেরা	ছাত্র
12010	ছাত্র্রের	ছাত্র
12011	ছাদ	ছাদ
12012	ছাদই	ছাদ
12013	ছাদটা	ছাদ
12014	ছাদটি	ছাদ
12015	ছাদে	ছাদ
12016	ছাদের	ছাদ
12017	ছানা	ছানা
12018	ছাপ	ছাপ
12019	ছাপা	ছাপ
12020	ছাপাখানা	ছাপা
12021	ছাপাতে	ছাপ
12022	ছাপানো	ছাপা
12023	ছাপিয়ে	ছাপ
12024	ছাপে	ছাপ
12025	ছাপের	ছাপ
12026	ছারখার	ছারখার
12027	ছারখারই	ছারখার
12028	ছারখারে	ছারখার
12029	ছাল	ছাল
12030	ছালই	ছাল
12031	ছালকে	ছাল
12032	ছালট	ছালট
12033	ছালটই	ছালট
12034	ছালটকে	ছালট
12035	ছালটটি	ছালট
12036	ছালটা	ছাল
12037	ছালটি	ছাল
12038	ছালটের	ছালট
12039	ছালা	ছালা
12040	ছালাটা	ছালা
12041	ছালাটি	ছালা
12042	ছালাতে	ছালা
12043	ছালার	ছালা
12044	ছালায়	ছালা
12045	ছালে	ছাল
12046	ছাড়	ছাড়
12047	ছাড়	ছাড়া
12048	ছাড়তে	ছাড়া
12049	ছাড়পত্রের	ছাড়পত্র
12050	ছাড়বেন	ছাড়ানো
12051	ছাড়া	ছাড়া
12052	ছাড়াই	ছাড়া
12053	ছাড়াইবার	ছাড়ানো
12054	ছাড়াইয়া	ছাড়ানো
12055	ছাড়াও	ছাড়া
12056	ছাড়ানোর	ছাড়ানো
12057	ছাড়ার	ছাড়া
12058	ছাড়ালে	ছাড়ানো
12059	ছাড়ায়	ছাড়া
12060	ছাড়ি	ছাড়ানো
12061	ছাড়িতে	ছাড়া
12062	ছাড়িয়া	ছাড়া
12063	ছাড়িয়ে	ছাড়ানো
12064	ছাড়িয়েছে	ছাড়ানো
12065	ছাড়েন	ছাড়ানো
12066	ছায়া	ছায়া
12067	ছায়াছবি	ছায়াছবি
12068	ছায়াছবিকে	ছায়াছবি
12069	ছায়াছবিগুলোর	ছায়াছবি
12070	ছায়াছবিটি	ছায়াছবি
12071	ছায়াছবিতে	ছায়াছবি
12072	ছায়াছবির	ছায়াছবি
12073	ছায়াতলে	ছায়া
12074	ছায়াতে	ছায়া
12075	ছায়াতেই	ছায়া
12076	ছায়ার	ছায়া
12077	ছি	ছি
12078	ছিকা	ছিকা
12079	ছিকাই	ছিকা
12080	ছিকাটা	ছিকা
12081	ছিকাটি	ছিকা
12082	ছিকাতে	ছিকা
12083	ছিকার	ছিকা
12084	ছিটিয়ে	ছিটানো
12085	ছিদ্র	ছিদ্র
12086	ছিন্ন	ছিন্ন
12087	ছিন্নবিচ্ছিন্ন	ছিন্নবিচ্ছিন্ন
12088	ছিন্নমূল	ছিন্নমূল
12089	ছিপ	ছিপ
12090	ছিপই	ছিপ
12091	ছিপটা	ছিপ
12092	ছিপটি	ছিপ
12093	ছিপে	ছিপ
12094	ছিপের	ছিপ
12095	ছিবই	ছবি
12096	ছিল	থাকা
12097	ছিলাম	ছিল
12098	ছিলেন	ছিল
12099	ছিলেন	ছিলেন
12100	ছিয়াশি	ছিয়াশি
12101	ছিয়াশিই	ছিয়াশি
12102	ছিয়াশিতে	ছিয়াশি
12103	ছুঁইল	ছোঁয়া
12104	ছুকরি	ছুকরি
12105	ছুকরিকে	ছুকরি
12106	ছুকরির	ছুকরি
12107	ছুটি	ছুটি
12108	ছুটিই	ছুটি
12109	ছুটিকে	ছুটি
12110	ছুটিটা	ছুটি
12111	ছুটিটাকেই	ছুটি
12112	ছুটিতে	ছুটি
12113	ছুটিতেই	ছুটি
12114	ছুটিতেও	ছুটি
12115	ছুটির	ছুটি
12116	ছুটিয়া	ছোটা
12117	ছুড়তে	ছোড়া
12118	ছুড়ি	ছুড়ি
12119	ছুড়িই	ছুড়ি
12120	ছুড়িটা	ছুড়ি
12121	ছুড়িটার	ছুড়ি
12122	ছুড়িটি	ছুড়ি
12123	ছুড়িতে	ছুড়ি
12124	ছুড়েও	ছোড়া
12125	ছুয়া	ছুয়া
12126	ছুয়াই	ছুয়া
12127	ছুয়াতে	ছুয়া
12128	ছুয়ায়	ছুয়া
12129	ছে	ছা
12130	ছেঁকে	ছাঁকা
12131	ছেমড়া	ছেমড়া
12132	ছেমড়াকে	ছেমড়া
12133	ছেমড়াটা	ছেমড়া
12134	ছেমড়াটি	ছেমড়া
12135	ছেমড়ার	ছেমড়া
12136	ছেলে	ছেলে
12137	ছেলেই	ছেলে
12138	ছেলেকে	ছেলে
12139	ছেলেগুলি	ছেলে
12140	ছেলেটা	ছেলে
12141	ছেলেটি	ছেলে
12142	ছেলেটিকে	ছেলে
12143	ছেলেদের	ছেলে
12144	ছেলেবেলা	ছেলেবেলা
12145	ছেলের	ছেলে
12146	ছেলেরা	ছেলে
12147	ছেলেসহ	ছেলে
12148	ছেড়ে	ছাড়া
12149	ছেড়ো	ছাড়া
12150	ছোঁড়া	ছোঁড়া
12151	ছোঁড়াই	ছোঁড়া
12152	ছোঁড়াকে	ছোঁড়া
12153	ছোঁড়াটা	ছোঁড়া
12154	ছোঁড়াটি	ছোঁড়া
12155	ছোঁড়ার	ছোঁড়া
12156	ছোট	ছোট
12157	ছোটত্ব	ছোট
12158	ছোটর	ছোট
12159	ছোটো	ছোটো
12160	ছোটোবোনের	ছোটোবোন
12161	ছোট্ট	ছোট্ট
12162	ছোপ	ছোপ
12163	ছোপে	ছোপ
12164	ছোপের	ছোপ
12165	ছোবড়া	ছোবড়া
12166	ছোবড়াটি	ছোবড়া
12167	ছোবড়াতে	ছোবড়া
12168	ছোবড়ার	ছোবড়া
12169	ছোলা	ছোলা
12170	ছোলাই	ছোলা
12171	ছোলাকে	ছোলা
12172	ছোলাটা	ছোলা
12173	ছোলাটি	ছোলা
12174	ছোলাতে	ছোলা
12175	ছোলার	ছোলা
12176	ছোড়া	ছোড়া
12177	ছড়রাবেন	ছাড়া
12178	ছড়া	ছড়া
12179	ছড়াচ্ছিলেন	ছাড়া
12180	ছড়াটি	ছড়া
12181	ছড়াটিকে	ছড়া
12182	ছড়ানো	ছড়ানো
12183	ছড়ানোই	ছড়ানো
12184	ছড়ানোও	ছড়ানো
12185	ছড়ানোকে	ছড়ানো
12186	ছড়ানোর	ছড়ানো
12187	ছড়ানোয়	ছড়ানো
12188	ছড়ার	ছড়া
12189	ছড়ায়	ছায়া
12190	ছড়ায়	ছড়া
12191	ছড়িয়ে	ছড়ানো
12192	ছয়	ছয়
12193	ছয়ই	ছয়
12194	ছয়জনকে	ছয়জন
12195	ছয়টা	ছয়
12196	ছয়ে	ছয়
12197	ছয়েক	ছয়
12198	জংশন	জংশন
12199	জংশনটি	জংশন
12200	জংশনে	জংশন
12201	জংশনের	জংশন
12202	জইত্রি	জইত্রি
12203	জওহরলাল	জওহরলাল
12204	জখম	জখম
12205	জগ	জগ
12206	জগই	জগ
12207	জগটা	জগ
12208	জগটি	জগ
12209	জগত	জগত
12210	জগতকে	জগত
12211	জগতটা	জগত
12212	জগতে	জগত
12213	জগতে	জগৎ
12214	জগতেই	জগত
12215	জগতের	জগত
12216	জগতের	জগৎ
12217	জগদীশ	জগদীশ
12218	জগদীশপ্রসাদ	জগদীশপ্রসাদ
12219	জগন্নাথদেবের	জগন্নাথদেব
12220	জগের	জগ
12221	জঙ্গল	জঙ্গল
12222	জঙ্গলমহলে	জঙ্গলমহল
12223	জঙ্গলে	জঙ্গল
12224	জঙ্গলেই	জঙ্গল
12225	জঙ্গিদের	জঙ্গি
12226	জঙ্গিবাদ	জঙ্গিবাদ
12227	জঙ্গিরা	জঙ্গি
12228	জজ	জজ
12229	জজবাবু	জজবাবু
12230	জজের	জজ
12231	জঞ্জাল	জঞ্জাল
12232	জট	জট
12233	জটটা	জট
12234	জটি	জট
12235	জটিল	জটিল
12236	জটিলতার	জটিলতা
12237	জটে	জট
12238	জটের	জট
12239	জড়ত্ব	জড়ত্ব
12240	জতুক	জতুক
12241	জতুকই	জতুক
12242	জতুকে	জতুক
12243	জতুকের	জতুক
12244	জন	জন
12245	জনক	জনক
12246	জনকই	জনক
12247	জনককে	জনক
12248	জনককের	জনক
12249	জনকে	জন
12250	জনগণ	জনগণ
12251	জনগণকে	জনগণ
12252	জনগণের	জনগণ
12253	জনগোষ্ঠির	জনগোষ্ঠি
12254	জনগোষ্ঠীর	জনগোষ্ঠী
12255	জনজাতি	জনজাতি
12256	জনতা	জন
12257	জনতা	জনতা
12258	জনতাকে	জনতা
12259	জনতাদের	জনতা
12260	জনতার	জনতা
12261	জনতারা	জনতা
12262	জননিরাপত্তা	জননিরাপত্তা
12263	জননী	জননী
12264	জনপদ	জনপদ
12265	জনপদটা	জনপদ
12266	জনপদটি	জনপদ
12267	জনপদে	জনপদ
12268	জনপদের	জনপদ
12269	জনপ্রতিনিধি	জনপ্রতিনিধি
12270	জনপ্রশাসন	জনপ্রশাসন
12271	জনপ্রিয়	জনপ্রিয়
12272	জনপ্রিয়তর	জনপ্রিয়
12273	জনপ্রিয়তা	জনপ্রিয়
12274	জনবসতির	জনবসতি
12275	জনম	জনম
12276	জনমই	জনম
12277	জনমত	জনমত
12278	জনমে	জনম
12279	জনমের	জনম
12280	জনশ্রুতি	জনশ্রুতি
12281	জনসংখ্যা	জনসংখ্যা
12282	জনসংযোগ	জনসংযোগ
12283	জনসমাজের	জনসমাজ
12284	জনসম্মুখে	জনসম্মুখ
12285	জনসাধারণ	জনসাধারণ
12286	জনস্বাস্থ্য	জনস্বাস্থ্য
12287	জনহীন	জনহীন
12288	জনার্দন	জনার্দন
12289	জনে	জন
12290	জনের	জন
12291	জন্ডিস	জন্ডিস
12292	জন্ডিসই	জন্ডিস
12293	জন্ডিসকে	জন্ডিস
12294	জন্ডিসটি	জন্ডিস
12295	জন্ডিসে	জন্ডিস
12296	জন্ডিসের	জন্ডিস
12297	জন্তু	জন্তু
12298	জন্তুই	জন্তু
12299	জন্তুকে	জন্তু
12300	জন্তুটি	জন্তু
12301	জন্তুতে	জন্তু
12302	জন্তুর	জন্তু
12303	জন্ম	জন্ম
12304	জন্মগ্রহণ	জন্মগ্রহণ
12305	জন্মতে	জন্ম
12306	জন্মদিনে	জন্মদিন
12307	জন্মশতবর্ষ	জন্মশতবর্ষ
12308	জন্মশতবার্ষিকী	জন্মশতবার্ষিক
12309	জন্মাই	জন্ম
12310	জন্মানোর	জন্ম
12311	জন্মিতে	জন্ম
12312	জন্মিল	জন্ম
12313	জন্মিয়া	জন্ম
12314	জন্মিয়াছিলেন	জন্ম
12315	জন্মে	জন্ম
12316	জন্মের	জন্ম
12317	জন্য	জন
12318	জন্য	জন্য
12319	জন্যই	জন্য
12320	জন্যও	জন্য
12321	জন্যে	জন্য
12322	জন্যেও	জন্য
12323	জপনিরতা	জপনিরত
12324	জপিতেছিলেন	জপা
12325	জবা	জবা
12326	জবাটা	জবা
12327	জবাটি	জবা
12328	জবাতে	জবা
12329	জবান	জবান
12330	জবানটা	জবান
12331	জবানে	জবান
12332	জবানের	জবান
12333	জবাব	জবাব
12334	জবাবও	জবাব
12335	জবাবদিহি	জবাবদিহি
12336	জবাবদিহির	জবাবদিহি
12337	জবাবে	জবাব
12338	জবাবের	জবাব
12339	জবার	জবা
12340	জব্দ	জব্দ
12341	জমবে	জমা
12342	জমা	জমা
12343	জমাই	জমা
12344	জমাই	জমানো
12345	জমাট	জমাট
12346	জমাতে	জমা
12347	জমানো	জমা
12348	জমি	জমি
12349	জমিকে	জমি
12350	জমিজমা	জমি
12351	জমিটা	জমি
12352	জমিটাই	জমি
12353	জমিটি	জমি
12354	জমিতে	জমি
12355	জমিদার	জমি
12356	জমিদার	জমিদার
12357	জমিদারি	জমিদার
12358	জমিদারের	জমিদার
12359	জমিন	জমি
12360	জমিন	জমিন
12361	জমিনই	জমিন
12362	জমিনটা	জমিন
12363	জমিনটার	জমিন
12364	জমিনটায়	জমিন
12365	জমিনে	জমি
12366	জমিনে	জমিন
12367	জমিনের	জমি
12368	জমির	জমি
12369	জমিয়ে	জমানো
12370	জমে	জমা
12371	জমেছে	জমা
12372	জরায়ু	জরায়ু
12373	জরায়ুই	জরায়ু
12374	জরায়ুকে	জরায়ু
12375	জরায়ুতে	জরায়ু
12376	জরায়ুর	জরায়ু
12377	জরি	জরি
12378	জরিত	জরিত
12379	জরিপ	জরিপ
12380	জরিপই	জরিপ
12381	জরিপটা	জরিপ
12382	জরিপে	জরিপ
12383	জরিপের	জরিপ
12384	জরিমানাও	জরিমানা
12385	জরুরি	জরুরি
12386	জরুরিও	জরুরি
12387	জর্জরিত	জর্জরিত
12388	জল	জল
12389	জলও	জল
12390	জলকষ্ট	জলকষ্ট
12391	জলকে	জল
12392	জলখাবারের	জলখাবার
12393	জলটা	জল
12394	জলধারার	জলধারা
12395	জলপাই	জলপাই
12396	জলপাইকে	জলপাই
12397	জলপাইটা	জলপাই
12398	জলপাইটার	জলপাই
12399	জলপাইটি	জলপাই
12400	জলপাইতে	জলপাই
12401	জলপাইয়ে	জলপাই
12402	জলপান	জলপান
12403	জলপড়া	জলপড়া
12404	জলবায়ু	জলবায়ু
12405	জলবিদ্যুৎ	জলবিদ্যুৎ
12406	জলযোগ	জলযোগ
12407	জলসা	জলসা
12408	জলসাতে	জলসা
12409	জলসার	জলসা
12410	জলসিঞ্চন	জলসিঞ্চন
12411	জলাধার	জলাধার
12412	জলার	জল
12413	জলাশয়	জলাশয়
12414	জলাশয়ই	জলাশয়
12415	জলাশয়ে	জলাশয়
12416	জলাশয়ের	জলাশয়
12417	জলে	জল
12418	জলের	জল
12419	জহরলাল	জহরলাল
12420	জাঁকিয়ে	জাঁকানো
12421	জাইকার	জাইকার
12422	জাগিয়ে	জাগা
12423	জাগ্রত	জাগ্রত
12424	জাজিম	জাজিম
12425	জাজিমই	জাজিম
12426	জাজিমকে	জাজিম
12427	জাজিমটা	জাজিম
12428	জাজিমটি	জাজিম
12429	জাজিমে	জাজিম
12430	জাজিমের	জাজিম
12431	জাত	জাত
12432	জাতি	জাতি
12433	জাতিই	জাতি
12434	জাতিকে	জাতি
12435	জাতিগত	জাত
12436	জাতিগত	জাতি
12437	জাতিগোষ্ঠীর	জাতিগোষ্ঠী
12438	জাতিটা	জাতি
12439	জাতিতে	জাতি
12440	জাতির	জাতি
12441	জাতিসংঘ	জাতিসংঘ
